type,title,director,cast,release_year,rating,listed_in
0,1514,1370,2197,2005,3,0
0,142,814,5243,2017,3,315
0,5929,853,2771,2016,0,334
0,4235,816,3872,2020,3,191
0,3196,3445,1307,2021,3,314
0,478,2321,4935,2020,2,276
0,4307,3670,3728,2015,1,416
0,2619,2414,1934,2010,3,191
0,3355,2770,1362,2021,3,165
0,362,4053,4544,2021,3,314
0,1026,2754,1362,2019,1,414
1,3176,1066,2580,2020,1,128
0,3922,3258,4339,2019,3,398
0,2079,3836,1237,2013,2,105
0,4887,2470,1362,2017,1,275
0,2420,4175,3650,2021,3,220
0,4317,620,1878,2018,1,414
0,5650,3646,4259,2007,1,338
1,1672,1066,76,2019,1,414
0,889,3306,859,2016,3,226
0,201,699,928,2011,3,391
0,5241,3626,1362,2021,3,111
0,69,2470,412,2016,1,439
1,487,1066,4383,2019,3,313
0,2371,1854,872,2020,3,30
1,4084,1066,2209,2007,3,0
0,3210,3085,4839,2021,3,447
0,5988,2900,1056,2017,3,391
0,4033,3363,3773,2010,0,357
0,5062,3237,325,2021,3,369
0,1370,3437,4146,2021,3,357
0,3763,309,2378,2016,3,220
0,2676,3369,2282,2011,3,226
0,4574,2711,4472,2019,2,314
1,6644,1066,5276,2020,3,271
0,5498,3832,946,2007,3,314
1,7126,1066,431,2018,1,305
1,5690,1066,1362,2019,1,293
0,3842,138,3066,2007,1,314
1,5045,1066,4738,2021,3,447
0,49,1066,3264,2017,1,386
1,5955,1066,1362,2017,3,449
0,304,1005,2131,2020,3,349
0,4258,610,5035,2019,3,229
1,2362,1066,3301,2021,3,391
0,934,167,4575,2019,3,337
0,501,632,1670,2018,3,369
0,6529,85,1536,2013,3,244
0,6906,2433,178,2021,3,220
1,4173,1066,1362,2019,3,305
1,875,1066,2875,2008,3,449
0,1532,1158,5459,2021,3,74
0,3725,1066,1362,2021,1,115
0,1928,2468,1303,2012,3,360
1,6202,1066,1362,2017,2,449
1,2558,1066,5612,2018,3,449
1,2768,1066,5334,2017,3,351
1,6534,1066,5524,2013,3,128
0,5563,2420,841,2016,2,5
0,4835,70,5075,2019,3,0
0,1359,4184,1362,2020,1,128
1,5486,1066,4982,2021,1,128
0,6092,2097,2861,2020,3,49
1,2967,1066,2347,2016,1,414
0,5415,2465,1362,2017,3,276
0,3008,1344,5463,2021,3,430
0,3946,3275,3020,2008,3,369
0,4209,620,1362,2019,1,414
0,6881,1620,2128,2021,3,49
1,6669,1066,4369,2009,2,113
1,4708,1066,541,2013,2,371
1,3679,1066,4836,2019,3,337
0,6099,3063,3521,2011,2,314
0,2155,2655,2430,2018,0,162
0,2220,1066,1362,2011,3,428
1,430,1066,657,2018,3,369
0,2116,2768,1362,2021,3,391
0,6967,2754,1362,2020,1,414
0,1767,3149,1729,2018,3,330
1,4598,1066,1362,2020,1,128
1,2331,1066,5301,2015,0,117
0,2435,3482,4251,2017,1,337
0,1442,3120,591,2017,1,420
0,6213,3568,3237,2017,3,278
0,3949,3827,5067,2015,3,430
0,5454,744,1177,2013,3,244
0,6364,3617,5208,2015,3,369
0,3692,3144,4619,2021,3,369
0,504,2947,3388,2020,3,165
0,6384,976,2401,2010,2,226
0,917,2457,2749,2017,3,220
1,511,1066,552,2017,3,141
0,2382,2606,1790,2005,3,191
1,4707,1066,1362,2019,0,449
0,3300,683,5591,2021,3,400
0,3348,1448,2928,2016,3,154
0,7013,1267,855,2018,3,226
0,16,2754,1362,2020,1,414
0,3032,3443,2013,2021,3,334
0,6499,3734,3949,2018,3,400
0,6481,2654,5072,2021,0,374
0,2843,3009,3060,2016,3,11
1,2567,1066,5231,2016,3,305
0,2564,2293,2391,2011,3,301
1,6616,1066,1362,2021,1,128
0,2536,3505,88,2018,3,412
0,5135,774,1362,2021,3,391
0,6050,1306,5189,2021,3,220
0,468,1100,2316,2013,0,80
0,2244,2475,4040,2021,3,436
0,2985,508,1326,2011,3,275
1,3509,1066,1079,2019,2,449
0,6778,1650,4083,2015,3,439
0,359,217,4381,2014,3,430
0,989,570,442,2017,0,447
1,1572,1066,1362,2013,2,414
0,1890,4101,408,2021,3,226
0,6582,4144,1362,2021,3,391
0,258,1296,1707,2021,3,314
0,3252,3080,359,2020,3,0
0,2885,1106,1712,2005,2,249
0,7186,2470,856,2014,1,379
0,2503,718,524,2020,3,391
0,1538,1329,2374,2021,3,314
0,5281,505,1278,2005,3,436
0,4377,2803,4945,2021,3,86
0,6252,184,3206,2009,3,314
0,1220,4195,2322,2016,2,226
0,3527,3033,422,2014,3,275
0,4302,743,1362,2019,1,414
0,3282,1505,2227,2007,2,30
1,6749,1066,4087,2013,3,275
0,44,4217,3930,2020,3,168
1,5179,1066,3165,2018,3,314
1,2296,1066,1792,2018,3,231
0,1686,93,3696,2018,3,86
0,2317,2945,1219,2020,3,30
0,566,1459,2924,2010,3,315
0,1919,4141,996,2019,3,334
0,6222,3991,3356,2017,3,39
1,3393,1066,4028,2021,1,445
0,1032,1066,1054,2021,1,414
0,4010,360,1362,2019,1,128
0,3905,4182,2957,2012,3,99
1,3602,1066,1362,2019,3,275
0,3920,360,1362,2019,1,414
0,3232,39,5397,2019,3,339
1,5301,1066,1573,2012,3,80
0,6455,3918,3621,2009,3,330
0,2716,2958,5141,2019,3,275
0,1306,1066,1362,2008,3,428
0,5089,1443,1947,2015,3,333
0,5221,2754,1362,2020,1,414
1,1922,1066,1191,2013,1,18
1,4862,1066,4298,2021,1,128
0,1653,1066,1448,2019,1,389
0,6465,3823,3933,2009,2,447
0,1482,1064,3602,2011,3,165
1,4133,1066,1362,2020,3,288
0,4645,1247,135,2014,0,13
0,5148,463,2967,2020,0,369
0,651,561,699,2020,3,275
1,3962,1066,1362,2014,1,127
1,1635,1066,4960,2016,2,369
1,6706,1066,1362,2019,2,449
1,211,1066,1362,2016,1,449
0,5675,1801,2358,2006,0,391
0,5128,177,5205,2020,3,73
0,648,1745,2306,2018,3,276
0,6398,1700,3275,2013,2,265
1,2208,1066,1998,2017,3,369
1,1740,1066,1362,2016,1,275
0,9,2426,2614,2009,2,220
1,2006,1066,1362,2021,3,314
1,1629,1066,4731,2020,3,220
0,2055,286,1890,2016,1,368
0,1865,3273,4592,2017,3,391
0,5534,1961,5326,2021,3,400
0,684,365,83,2017,3,229
0,3257,669,4376,2019,3,405
1,6318,1066,1115,2019,3,439
0,4784,2558,4180,2006,3,301
0,312,2470,1362,2012,1,439
0,5231,300,2056,2016,3,67
1,4550,1066,4819,2020,3,258
0,2767,2285,2136,2020,3,346
1,4635,1066,1362,2021,1,128
0,1394,2755,3179,2021,1,128
0,704,1116,2678,2015,3,0
0,2490,3265,1362,2019,1,414
1,3699,1066,4043,2019,2,220
0,6857,4084,4062,2021,3,49
0,5403,2470,1362,2018,1,439
1,3125,1066,2473,2010,3,275
0,7211,822,1402,2016,3,200
1,3805,1066,2166,2019,3,49
1,853,1066,5060,2018,3,337
0,6746,3634,3765,2021,3,343
0,796,2865,3881,2019,3,400
0,4227,1724,3837,2013,3,191
0,1368,3198,1309,2021,3,66
0,2497,2839,1362,2019,1,414
0,7111,1574,5619,2021,3,430
1,922,1066,1011,2014,1,16
0,7075,2715,1362,2016,3,305
0,2499,2131,2774,2016,3,226
1,966,1066,5507,2017,3,275
1,3013,1066,2647,2021,3,112
0,957,1944,2415,2011,2,220
1,293,1066,4497,2021,3,430
0,3434,2878,1606,2019,0,226
0,723,4164,2241,2019,3,1
0,1146,1039,858,2021,1,130
0,3319,775,2857,2005,3,191
1,336,1066,1362,2018,1,128
1,3387,1066,1699,2021,3,272
0,3161,3222,4308,2018,3,226
0,4403,839,790,2019,3,0
0,4046,379,4570,2021,3,430
0,2177,2882,1362,2021,3,314
0,5519,497,4181,2013,1,275
0,3086,3707,5138,2016,3,233
0,230,3798,1627,2020,3,73
1,1094,1066,4717,2018,2,284
0,827,3512,1636,2019,1,128
0,6331,1484,5181,2014,3,428
0,2422,2888,2687,2020,3,275
0,6170,1880,4116,2014,2,30
0,1854,1066,1362,2021,0,220
1,1837,1066,2113,2019,1,305
0,5377,1176,906,2014,3,314
1,6108,1066,2789,2015,2,220
0,4489,1764,2722,2015,3,314
0,2013,1066,1362,2008,3,428
0,2517,3997,2719,2012,3,61
0,4566,566,4305,2018,3,226
0,6491,3040,1510,2011,2,6
0,4905,3710,5556,2020,3,275
0,7096,724,4361,2012,3,314
1,6879,1066,1362,2017,2,145
0,462,3786,2726,2021,1,369
1,3372,1066,2495,2019,1,18
1,274,1066,5585,2020,3,314
0,4424,2822,1422,2016,3,262
0,6261,109,1362,2012,3,305
0,1405,394,4447,2021,3,369
1,4051,1066,3458,2019,1,128
0,997,2558,683,2010,3,301
0,2343,620,1878,2019,1,414
0,3544,620,1362,2020,3,414
0,4679,2778,5598,2011,3,314
0,6018,963,4732,2015,1,314
0,343,0,0,2021,1,0
1,4612,1066,1362,2017,1,128
0,710,2296,4192,2015,3,400
0,3581,3131,1380,2020,1,49
0,6225,2356,2096,2009,2,400
1,2836,1066,3842,2007,2,220
0,1047,3412,1864,2010,3,305
0,5480,3284,4985,2020,3,181
0,2074,890,1034,2021,3,314
0,3024,3155,2988,2021,3,220
0,246,130,2280,2011,3,220
0,7032,3607,1534,2019,3,314
0,2864,1277,1170,2021,3,314
1,4158,1066,1362,2018,2,305
1,6820,1066,3860,2019,0,447
0,903,3347,4289,2007,2,63
1,5579,1066,905,2019,1,128
1,4217,1066,5207,2008,3,267
0,842,3945,3247,2016,3,200
0,850,144,5415,2021,3,244
1,4640,1066,1362,2014,1,414
0,2113,2830,1362,2016,2,305
0,6327,1617,957,2020,3,226
0,5525,594,1362,2021,3,0
0,4420,1531,416,2017,1,128
0,1469,30,681,2017,3,314
0,4948,2639,3568,2019,3,244
0,4765,3681,4498,2014,1,314
0,6123,146,447,2011,0,228
0,2994,2674,4608,2020,1,131
1,2562,1066,153,2020,2,325
0,4414,1301,3231,2021,3,314
0,7053,3676,1362,2021,3,314
0,3406,3010,1910,2021,3,314
0,2460,4221,4837,2018,3,64
1,6528,1066,1756,2017,3,80
0,636,2539,3834,2021,3,391
1,4536,1066,1362,2019,3,449
1,2267,1066,1362,2019,3,181
0,5628,2470,5015,2017,1,429
0,3310,4253,533,2010,2,30
0,5280,3272,3363,2018,3,220
1,391,1066,0,2021,1,449
0,650,3216,2757,2021,3,57
0,5980,1976,770,2012,2,264
0,3151,619,5502,2020,3,430
0,6570,1885,2595,2016,3,176
0,3371,3152,4218,2020,3,447
1,5646,1066,1329,2021,2,334
0,1523,1913,604,2021,3,237
0,6531,3787,5668,2021,3,0
0,1337,4022,534,2021,3,255
0,2863,2482,4392,2011,0,369
0,2849,2569,3254,2016,3,447
0,1880,3088,4089,2019,3,314
0,633,3998,156,2012,0,349
0,1757,989,2270,2015,3,398
0,2936,2909,1216,2017,3,49
1,6601,1066,637,2020,3,249
1,2866,1066,1619,2010,3,276
0,5233,3924,1362,2021,3,391
1,3435,1066,1362,2021,2,451
0,4663,360,1362,2019,1,128
0,378,1821,791,2018,0,86
0,5382,1066,1362,2008,3,428
0,6060,3287,1206,2014,3,361
1,1954,1066,1362,2017,3,186
0,1530,689,483,2015,3,314
0,3957,1853,2991,2021,3,226
0,7117,1453,2541,2014,3,400
0,159,2724,1753,2020,3,220
1,2361,1066,5596,2015,1,128
0,3029,1506,329,2006,3,441
0,872,1616,4823,2018,3,314
0,322,3492,3952,2019,0,13
0,2826,2564,1514,2013,3,275
0,5336,3064,1032,2020,3,275
0,5565,590,1362,2019,3,121
0,1771,4232,5636,2018,3,305
1,971,1066,3391,2016,2,449
0,759,1586,561,2018,3,191
0,912,2757,5544,2015,0,275
0,2025,1724,1579,2014,3,191
1,1,1066,3799,2021,1,314
1,6561,1066,4072,2019,3,309
0,1561,3497,5480,2013,0,220
0,5399,3784,5052,2020,3,49
1,7130,1066,5651,2021,3,57
1,1691,1066,3774,2018,3,436
0,927,117,445,2018,3,65
0,5960,1786,3490,2018,1,275
0,1113,2718,610,2017,0,226
1,1453,1066,4454,2021,1,449
0,238,3632,5288,2015,1,147
0,7215,1132,1362,2005,1,275
0,6082,3473,4938,2018,2,314
0,6326,3250,4283,2011,0,447
0,573,1022,2883,2008,2,220
1,2287,1066,5533,2015,2,449
1,951,1066,1885,2016,2,284
0,4469,4224,1362,2013,1,440
0,3524,102,1183,2010,3,226
1,4303,1066,1362,2015,1,131
0,1769,416,1362,2006,3,181
0,6883,3680,1376,2017,1,337
0,1724,2179,2886,2021,3,391
0,2277,3474,3663,2014,3,49
0,6365,1832,692,2009,2,452
0,2992,60,4470,2016,0,334
1,5047,1066,1362,2018,2,300
0,1467,4060,4038,2014,3,67
0,2448,682,2838,2019,3,401
0,6636,76,3451,2016,3,56
1,4210,1066,2332,2020,2,289
0,7128,966,3466,2016,3,334
1,3254,1066,3918,2018,3,357
0,1093,1104,1075,2006,3,314
0,141,2470,412,2016,1,389
0,1342,4082,2143,2016,3,220
1,911,1066,1362,2019,1,128
0,2485,3265,1362,2019,1,414
0,5568,590,1362,2019,3,132
1,6309,1066,132,2018,3,407
0,3587,3168,2763,2015,3,226
1,2002,1066,3345,2014,3,314
0,4564,3936,5006,2016,3,80
0,6991,3448,4830,2019,1,249
0,946,3794,4380,2013,3,314
0,3025,171,2094,2018,3,275
0,5614,2122,2407,2021,3,434
0,376,4092,300,2021,3,357
0,6950,1271,3150,2005,0,86
0,4545,3188,3502,2021,3,430
0,3079,3457,2290,2020,3,191
0,5800,4167,2168,2020,3,61
0,3696,2206,3373,2020,3,314
0,3312,2610,5320,2014,3,325
0,1440,3120,1362,2017,1,420
0,5694,2529,1362,2019,1,128
0,995,1393,1362,2021,3,275
0,1794,5,4140,2019,3,244
0,1894,3129,2102,2021,3,314
0,1718,3924,1362,2021,3,391
1,4357,1066,1529,2013,1,128
0,2294,151,1991,2016,3,226
1,4090,1066,4409,2020,3,0
0,6231,1084,1362,2016,1,128
1,1917,1066,3548,2019,1,109
0,812,3830,4359,2019,3,374
0,597,2119,1192,2021,3,314
0,2151,516,1582,2013,3,255
0,39,2470,3341,2020,1,439
0,740,2455,3352,2015,3,36
0,6315,458,5389,2021,3,305
0,5267,1066,682,2015,3,0
0,6767,2380,73,2017,3,314
0,2589,2748,4678,2020,3,357
0,2281,2618,4607,2021,3,364
0,2370,4079,929,2021,3,430
0,5317,203,4609,2015,3,30
0,3985,2295,5339,2013,1,128
0,2871,337,464,2020,3,182
0,3323,4146,4783,2014,2,6
0,1959,873,3976,2021,3,314
0,5555,2104,4132,2021,3,369
0,6369,1251,5555,2014,3,49
0,4790,2522,3429,2018,3,275
0,901,50,3670,2019,3,400
0,89,1066,3264,2017,1,386
0,4459,2793,5497,2021,3,57
1,4897,1066,1181,2010,3,49
0,5665,253,242,2008,3,220
1,6677,1066,1815,2008,2,449
0,2731,1915,1362,2010,3,305
1,1687,1066,2475,2017,2,281
0,3000,2967,1362,2019,3,305
0,2879,3279,1935,2014,3,361
1,4718,1066,4106,2015,2,369
1,5503,1066,5515,2012,2,449
0,5282,54,3094,2021,3,447
0,2379,2180,1213,2012,3,398
1,1826,1066,1414,2020,3,181
0,6807,2190,5631,2011,1,305
0,5556,1576,1112,2021,3,226
0,2609,660,1854,2021,3,398
1,3063,1066,5563,2018,1,36
1,4783,1066,1362,2018,3,449
0,3299,1662,961,2017,3,436
0,5169,3642,4879,2006,3,77
0,6727,3641,1958,2021,3,434
0,4401,1285,1866,2021,3,361
0,3873,3466,2184,2012,0,49
1,2167,1066,5650,2020,3,262
0,68,1066,3264,2019,1,386
1,3381,1066,486,2021,3,272
0,1785,2760,3726,2020,3,41
0,1300,3724,786,2014,0,86
0,3850,312,1362,2021,3,275
0,3226,1150,1385,2017,3,430
0,3877,675,4699,2016,0,447
1,1856,1066,2121,2021,3,115
0,1420,620,1362,2019,1,414
1,1729,1066,4199,2018,2,369
1,5770,1066,3609,2016,0,361
1,3247,1066,4569,2019,3,449
0,5676,3072,4686,2011,3,314
0,137,1055,3732,2017,3,49
1,2021,1066,1563,2013,2,305
0,361,2234,4247,2017,3,391
0,4397,2024,5391,2019,3,400
1,2091,1066,1362,2018,0,314
1,1439,1066,1640,2019,3,449
0,1419,1066,1650,2019,1,414
0,1586,2016,1362,2006,3,439
0,2883,3944,983,2007,0,200
1,4917,1066,1362,2019,1,128
0,64,1066,3264,2017,1,386
0,1002,4261,5433,2013,0,447
1,1225,1066,2946,2018,3,253
0,1841,230,3294,2016,2,220
0,3297,2636,2796,2013,0,369
0,6175,3632,1362,2016,1,147
0,1714,3751,1269,2009,3,191
0,188,4211,3692,2019,1,226
0,3728,2781,2825,2018,3,314
0,5234,1035,1626,2010,3,67
0,6141,2587,4713,2019,3,369
1,4,1066,1362,2020,2,314
0,2232,2143,5662,2016,3,343
0,4333,3465,5630,2018,3,182
1,3601,1066,1362,2018,3,330
0,4353,559,4952,2013,0,1
1,5977,1066,4799,2013,2,449
0,5862,3977,194,2016,1,414
0,7045,3813,2917,2008,0,400
0,2685,2592,337,2013,0,448
0,948,2098,1459,2019,3,32
0,955,1944,3395,2011,3,220
1,303,1066,266,2016,1,305
0,3917,360,4548,2019,1,128
0,524,2682,2810,2021,3,400
0,6605,1649,2982,2021,3,308
0,5558,3205,2298,2021,2,369
0,4816,2582,1794,2009,0,13
0,3892,3414,3558,2016,3,191
1,5777,1066,2195,2015,3,367
0,4077,2382,1362,2007,3,301
0,5839,2573,1770,2021,3,314
0,628,2810,448,2019,3,181
1,4654,1066,1148,2018,3,449
0,5951,3193,1190,2017,3,86
0,6686,23,3007,2019,1,414
0,2548,2177,2570,2018,0,49
0,1780,2270,1332,2012,0,337
0,3424,1272,1971,2021,0,86
0,180,1107,1060,2018,3,49
0,5763,3122,1140,2016,1,128
1,1433,1066,0,2021,1,449
0,286,2223,2335,2013,2,305
0,3694,380,13,2020,1,430
0,6071,124,1276,2021,3,400
0,3827,1610,948,2021,3,41
0,3668,3572,1362,2021,3,391
0,108,3598,4231,2018,3,71
0,4063,33,4934,2021,3,237
0,4203,3616,1356,2020,3,305
0,4244,3632,3528,2016,3,147
0,1642,3411,3460,2020,3,156
1,1460,1066,1362,2021,3,445
0,521,1996,1362,2017,1,129
0,1669,717,2236,2014,3,447
0,5396,2221,4826,2013,3,226
0,6641,1066,1362,2007,3,428
0,4466,958,621,2020,2,447
0,1645,2407,1370,2019,3,61
1,4082,1066,1955,2016,3,61
0,3400,2808,4566,2019,3,69
1,1193,1066,781,2011,2,314
0,5310,620,1878,2019,1,414
1,4106,1066,3712,2010,3,449
0,3907,340,1717,2019,0,210
1,2374,1066,2138,2018,3,405
1,5834,1066,2206,2009,3,369
0,101,1066,3264,2019,1,386
0,5575,1699,179,2015,3,30
0,4368,518,3590,2018,3,305
0,999,441,838,2021,3,43
0,3275,1071,236,2013,3,220
0,1710,3618,4971,2010,3,220
0,6404,3353,4441,2011,3,275
0,80,1066,3264,2017,1,386
0,937,2125,465,2020,3,314
0,33,3841,2947,2011,0,26
0,253,3768,5010,2014,3,330
1,1257,1066,1362,2019,1,128
0,396,1605,3163,2013,3,226
0,980,3127,4636,2020,3,226
0,687,374,4957,2020,3,275
1,3191,1066,4911,2018,3,449
0,4426,3423,4859,2011,1,430
1,321,1066,2035,2018,3,314
0,7021,3415,4953,2021,2,181
0,4925,3891,5183,2021,3,0
1,6052,1066,4121,2018,3,48
0,5475,2414,4969,2015,3,191
0,3723,360,1362,2019,1,128
0,6943,419,1540,2013,3,360
0,6254,1066,1362,2009,3,428
0,327,2611,2286,2007,2,226
0,5127,2812,260,2017,2,275
1,509,1066,2536,2014,3,226
0,7175,2470,412,2014,1,389
1,1520,1066,1613,2018,3,220
1,2682,1066,1362,2016,1,305
1,5296,1066,1362,2018,1,128
0,4441,3737,4287,2008,0,0
1,523,1066,3687,2018,3,69
1,3480,1066,5022,2015,1,128
0,4074,428,86,2021,3,86
0,483,2302,3105,2014,3,314
0,6758,4027,5079,2019,3,231
0,836,3962,589,2021,3,301
0,6019,2661,3736,2019,3,275
0,1274,1964,3914,2008,3,364
0,4278,3619,1110,2007,3,400
0,3139,1895,2586,2019,3,191
0,5993,1284,3152,2021,3,272
1,6501,1066,4439,2020,3,352
0,932,3099,4841,2010,1,226
0,986,1220,3293,2020,3,399
0,5353,906,1306,2018,3,226
0,5492,3814,4522,2021,3,357
0,184,2470,412,2016,1,389
0,3502,2742,2134,2020,2,314
0,6185,2528,119,2005,3,400
0,6386,2828,160,2010,3,357
1,5609,1066,4099,2018,0,220
0,2291,2796,1362,2021,1,128
0,4916,887,3384,2021,3,234
0,2516,4109,3666,2016,3,220
0,3484,3416,1758,2021,3,226
0,4501,2537,2558,2009,3,369
0,652,370,548,2020,3,369
0,434,496,4075,2018,3,220
0,6244,1066,3002,2020,3,287
0,417,4084,4061,2021,3,49
0,257,973,5503,2016,3,226
0,6969,1304,4313,2011,2,0
0,4704,3610,527,2020,1,314
0,2493,2754,1362,2020,1,414
0,4300,243,334,2021,3,30
0,1770,4062,3676,2016,3,400
0,5339,921,1195,2020,3,73
0,6124,2668,2182,2009,3,314
0,5493,2501,2608,2005,0,30
0,5213,3985,5293,2019,3,437
0,4029,2430,3588,2018,3,226
0,4895,952,425,2008,0,208
0,1292,2470,1362,2017,1,439
0,2732,1747,1362,2021,3,220
0,4085,1151,4031,2017,3,80
0,1068,4031,695,2018,1,128
0,816,25,2999,2016,3,4
0,844,1136,754,2017,3,399
1,5840,1066,2750,2020,3,0
1,5830,1066,2548,2015,3,314
0,3474,815,1738,2012,3,308
0,1136,1816,1853,2016,0,270
0,1833,23,3007,2020,1,414
0,3717,631,5188,2021,3,79
0,5096,701,4670,2017,3,191
0,5638,2754,1362,2021,1,414
0,6751,3508,5366,2013,3,343
1,5436,1066,5267,2009,1,414
0,582,1109,1129,2006,0,68
0,1140,1724,757,2013,3,191
0,6232,749,3222,2016,3,86
0,1154,2330,3982,2016,3,346
0,6827,3158,1912,2020,3,314
1,6219,1066,5126,2010,2,449
0,5473,3359,4393,2021,3,314
0,1103,3220,2486,2019,0,314
0,6858,2291,5380,2021,0,275
1,2811,1066,1980,2018,2,364
0,5341,2191,863,2006,3,391
0,3451,1066,1362,2015,1,414
1,4589,1066,1362,2011,2,443
0,3592,3949,2189,2007,0,369
0,1352,1192,921,2019,3,275
0,3990,2809,3810,2013,3,226
1,6257,1066,2474,2013,2,357
0,231,40,55,2021,3,357
0,4172,1332,4692,2020,3,165
0,3822,584,3434,2019,3,191
0,4454,284,4152,2021,3,391
0,2218,2581,3138,2019,2,275
0,1822,2660,1720,2021,3,391
0,209,2470,1362,2012,1,305
1,6418,1066,5514,2021,3,314
1,1595,1066,3611,2007,1,449
1,5126,1066,3586,2008,1,449
0,4941,2639,3571,2011,3,244
0,5165,1824,1553,2016,3,447
0,6433,2568,3413,2011,0,8
0,345,0,0,2021,1,0
0,5434,3867,879,2021,3,400
0,3290,2754,1362,2020,1,414
1,2631,1066,3884,2015,2,438
1,6240,1066,1362,2013,3,305
0,6456,1990,1077,2014,0,314
0,6536,964,4071,2011,3,226
0,4775,1140,1362,2021,0,447
0,6846,2750,3769,2020,3,61
0,3506,3817,3082,2014,0,233
0,6312,322,2012,2011,0,447
0,5737,1362,490,2013,3,61
0,6147,3553,5394,2018,2,414
0,2524,128,2043,2008,0,163
0,2022,3606,1575,2019,3,191
0,1581,2350,207,2020,3,437
0,1254,1313,4088,2008,3,439
0,779,412,2915,2020,1,414
0,4388,2470,1362,2019,1,305
0,2640,1066,104,2011,0,226
1,4846,1066,5068,2020,3,226
1,1834,1066,23,2019,1,414
0,7036,965,2713,2018,2,59
0,1018,1066,1362,2011,3,428
0,3479,1686,736,2017,3,220
0,896,3204,143,2021,3,0
0,4091,982,145,2021,3,275
0,3433,301,2671,2015,0,391
0,5065,3649,4558,2018,3,181
0,940,3579,502,2019,3,391
0,5312,2755,3179,2021,1,128
0,2884,2049,4196,2020,0,314
0,1044,2560,631,2020,3,61
0,1475,1495,4141,2021,3,220
0,3453,1066,1362,2015,1,414
0,6756,3552,4306,2016,0,220
0,6107,913,768,2015,0,62
1,6190,1066,4195,2019,3,226
0,1717,592,91,2021,3,400
0,1063,3584,960,2021,3,220
0,3852,1181,5193,2009,3,452
0,47,1066,3264,2017,1,386
1,386,1066,0,2021,1,449
0,3666,3294,5340,2021,3,400
0,4903,3502,3711,2021,3,369
1,3214,1066,1362,2017,2,143
1,5481,1066,4982,2021,1,128
0,6347,716,930,2020,3,357
0,1702,388,592,2017,3,398
0,4885,3764,1008,2006,3,220
0,4292,3961,220,2006,3,314
0,1177,3073,3731,2020,3,314
0,765,3788,3274,2019,3,447
1,537,1066,3641,2014,2,284
0,5524,594,1362,2021,0,0
0,3305,1768,4055,2008,0,244
0,6001,1890,982,2016,3,361
1,6804,1066,1037,2014,3,369
0,5143,4136,2087,2018,3,182
0,1354,2628,1102,2007,0,276
0,1201,501,703,2021,3,314
1,4155,1066,1362,2021,3,449
0,1716,3876,993,2012,3,62
0,6652,216,1406,2021,3,357
1,4727,1066,121,2020,3,450
0,5223,3311,1009,2016,3,259
1,905,1066,608,2020,3,305
0,358,2910,2764,2021,3,220
1,5610,1066,3198,2018,3,226
0,2378,472,3089,2020,1,346
0,694,1796,1362,2021,3,314
0,2407,1066,1362,2019,1,414
1,2890,1066,3220,2014,3,357
0,397,3796,5483,2019,3,49
0,1842,3439,5419,2020,3,314
0,1576,2843,4156,2007,3,314
1,5134,1066,4768,2019,3,443
0,3096,3749,2338,2008,3,191
0,3855,2548,3504,2021,3,391
0,5262,977,1342,2021,3,314
0,5718,1265,2313,2021,3,357
0,1027,2754,1362,2021,1,414
0,3442,2755,3067,2021,1,128
0,4604,3069,1362,2021,1,128
1,4966,1066,1362,2017,3,224
1,3401,1066,2540,2014,2,436
1,3472,1066,1223,2008,3,9
1,1289,1066,4805,2020,1,128
0,2746,114,5526,2012,0,383
0,6357,1214,1775,2021,3,244
1,6172,1066,3464,2017,2,284
0,4767,3051,3369,2021,3,398
0,4504,729,3520,2021,3,400
1,3492,1066,1362,2015,1,127
1,3969,1066,1362,2014,1,127
0,1700,520,3263,2019,3,447
0,4241,2470,3416,2020,1,439
0,1336,3848,1443,2018,3,40
1,6026,1066,4351,2021,3,451
0,1873,2705,3625,2020,3,391
0,5333,2825,2729,2019,2,181
0,1960,1525,3507,2007,3,141
0,1850,919,5393,2021,3,314
1,1863,1066,2668,2018,1,275
1,5601,1066,4464,2017,0,220
1,6590,1066,2093,2020,3,226
0,2455,1848,788,2012,3,398
0,3181,3724,5321,2011,3,314
0,1956,844,3143,2018,3,439
0,2358,92,4634,2011,3,314
1,481,1066,1362,2021,2,445
0,437,1385,4831,2014,1,128
0,6760,2413,5308,2020,3,314
0,6498,1856,5469,2016,3,369
0,4881,1374,5275,2013,2,314
1,5776,1066,1362,2019,3,305
0,747,2040,1557,2021,3,391
0,713,4104,5407,2020,3,226
0,5720,1934,4507,2009,0,369
1,1443,1066,1362,2017,1,128
0,5687,3230,2836,2014,2,17
0,103,3128,2579,2012,3,369
0,5803,3765,4537,2010,0,314
1,297,1066,2116,2020,3,351
1,4340,1066,1158,2014,1,414
1,1851,1066,4727,2011,1,128
0,296,1445,923,2019,3,220
0,1412,1405,177,2020,3,226
0,5648,1979,5082,2020,3,191
0,4070,3509,5065,2018,3,229
0,4120,2148,3280,2021,1,226
0,6772,140,627,2015,3,369
0,5260,3306,5570,2018,0,49
1,6037,1066,4967,2009,2,314
0,4294,2267,5296,2014,2,226
0,2800,1236,3312,2013,0,400
0,6235,4038,89,2009,0,400
0,2924,1241,1628,2021,3,30
1,1432,1066,0,2021,1,449
0,3902,31,3535,2020,3,391
0,311,830,2553,2018,3,314
0,6351,1202,1362,2018,3,275
0,706,1336,1927,2008,3,30
